airport,text,x_min,y_min,x_max,y_max,page_height,page_width,is_known_runway
oma,FEB,374.2480,270.8990,382.0600,284.5140,594.0000,387.3600,0
oma,2026,374.2480,286.4600,382.0600,302.0280,594.0000,387.3600,0
oma,to,374.2480,305.9200,382.0600,311.7580,594.0000,387.3600,0
oma,19,374.2480,315.6500,382.0600,323.4340,594.0000,387.3600,0
oma,MAR,374.2480,325.3800,382.0600,340.9340,594.0000,387.3600,0
oma,2026,374.2480,342.8800,382.0600,358.4480,594.0000,387.3600,0
ont,CAUTION:,318.0506,305.0729,324.3512,336.3274,594.0000,387.3600,0
ont,BE,318.1051,336.9463,324.3659,344.9188,594.0000,387.3600,0
ont,ALERT,318.1193,345.1889,324.3969,363.0714,594.0000,387.3600,0
ont,TO,318.1497,362.9425,324.4097,370.4299,594.0000,387.3600,0
ont,RUNW,318.1662,372.5820,324.4422,389.5149,594.0000,387.3600,0
ont,AY,318.1979,391.1152,324.4605,400.1171,594.0000,387.3600,0
ont,CROSSING,318.2144,400.7058,324.5130,430.6674,594.0000,387.3600,0
ont,CLEARANCES.,318.2688,432.5249,324.5872,474.1124,594.0000,387.3600,0
ont,READBACK,325.6164,305.2891,331.9171,336.5251,594.0000,387.3600,0
ont,OF,325.6712,337.2797,331.9351,347.0481,594.0000,387.3600,0
ont,ALL,325.6879,347.0302,331.9545,358.3922,594.0000,387.3600,0
ont,RUNW,325.7064,357.8284,331.9825,374.7612,594.0000,387.3600,0
ont,AY,325.7381,376.3616,332.0008,385.3639,594.0000,387.3600,0
ont,HOLDING,325.7546,385.9521,332.0474,412.5252,594.0000,387.3600,0
ont,INSTRUCTIONS,325.8032,414.3826,332.1233,456.9746,594.0000,387.3600,0
ont,IS,325.8768,457.3425,332.1344,463.4578,594.0000,387.3600,0
ont,REQUIRED.,325.8879,463.8257,332.1906,496.2331,594.0000,387.3600,0
ont,FIELD,22.6967,51.2902,29.9242,62.7106,594.0000,387.3600,0
ont,ELEV,30.1184,52.1549,37.3440,62.2680,594.0000,387.3600,0
ont,VAR,68.3563,397.5261,80.4769,405.4083,594.0000,387.3600,0
ont,11.3°,54.1852,400.9350,69.3706,409.7580,594.0000,387.3600,0
ont,E,49.6573,405.1235,55.7242,411.1478,594.0000,387.3600,0
ont,0.1°,113.4717,380.9930,119.7202,391.3949,594.0000,387.3600,0
ont,W,113.4717,392.9710,119.7202,398.9221,594.0000,387.3600,0
ont,ANNUAL,107.1707,352.4847,113.4192,377.8926,594.0000,387.3600,0
ont,RATE,107.1707,379.3975,113.4192,395.1141,594.0000,387.3600,0
ont,OF,107.1707,396.6190,113.4192,404.3118,594.0000,387.3600,0
ont,CHANGE,107.1707,405.8167,113.4192,430.8935,594.0000,387.3600,0
ont,JANUARY,100.8697,369.6942,107.1181,399.1621,594.0000,387.3600,0
ont,2025,100.8697,400.7409,107.1181,413.3718,594.0000,387.3600,0
ont,D,92.8180,539.8389,99.0651,544.5218,594.0000,387.3600,0
ont,HS,260.3619,159.7032,266.6090,168.8601,594.0000,387.3600,0
ont,1,260.3619,170.6513,266.6090,174.2338,594.0000,387.3600,0
ont,TWR,252.9781,310.7250,259.2408,319.8322,594.0000,387.3600,0
ont,BCN,139.3669,186.5337,145.6265,193.8830,594.0000,387.3600,0
ont,25275,18.4062,564.7284,37.2628,570.9769,594.0000,387.3600,0
ont,25275,18.0288,21.8484,36.8826,28.0955,594.0000,387.3600,0
ont,TERMINAL,116.8636,256.6616,123.1543,281.7524,594.0000,387.3600,0
ont,ARRIVALS,110.5435,257.4624,116.8304,280.4595,594.0000,387.3600,0
ont,INTERNATIONAL,104.2052,247.6805,110.5340,295.4511,594.0000,387.3600,0
ont,PARKING,262.6763,204.0737,268.9588,224.6729,594.0000,387.3600,0
ont,AVIATION,256.3524,202.7064,262.6384,225.9781,594.0000,387.3600,0
ont,GENERAL,250.0323,203.5361,256.3188,227.1697,594.0000,387.3600,0
ont,ELEV,169.2656,54.1497,175.5283,62.9152,594.0000,387.3600,0
ont,943,175.4624,55.0865,181.7215,62.1905,594.0000,387.3600,0
ont,ELEV,213.1586,119.9891,219.4213,128.7545,594.0000,387.3600,0
ont,936,219.7877,120.7817,226.0468,127.8856,594.0000,387.3600,0
ont,ELEV,219.3919,483.4719,225.6546,492.2373,594.0000,387.3600,0
ont,926,226.3813,485.2012,232.6404,492.3051,594.0000,387.3600,0
ont,ELEV,157.6612,484.9192,163.9239,493.6846,594.0000,387.3600,0
ont,932,164.6694,485.5105,170.9285,492.6144,594.0000,387.3600,0
ont,"ONTARIO,",304.9558,35.4256,332.7619,41.6727,594.0000,387.3600,0
ont,CALIFORNIA,334.2257,35.4256,369.6787,41.6727,594.0000,387.3600,0
ont,(ONT),343.8639,24.6376,373.5954,33.7689,594.0000,387.3600,0
ont,ONTARIO,283.9856,25.0017,321.4913,33.6527,594.0000,387.3600,0
ont,INTL,323.5754,25.0017,342.5575,33.6527,594.0000,387.3600,0
ont,AIRPORT,18.0283,27.8413,69.4967,41.2987,594.0000,387.3600,0
ont,DIAGRAM,72.5044,27.8413,129.9763,41.2987,594.0000,387.3600,0
ont,AIRPORT,18.4514,550.4686,69.9198,563.9259,594.0000,387.3600,0
ont,DIAGRAM,72.9275,550.4686,130.3994,563.9259,594.0000,387.3600,0
ont,AL-965,180.4320,552.3826,200.9356,558.6653,594.0000,387.3600,0
ont,(FAA),202.5432,552.3498,219.8104,558.6269,594.0000,387.3600,0
ont,"ONTARIO,",305.3743,550.1928,333.1864,556.4412,594.0000,387.3600,0
ont,CALIFORNIA,334.6505,550.1928,370.1111,556.4412,594.0000,387.3600,0
ont,(ONT),344.2862,557.3983,374.0177,566.5295,594.0000,387.3600,0
ont,ONTARIO,284.4079,557.7624,321.9136,566.4134,594.0000,387.3600,0
ont,INTL,323.9977,557.7624,342.9798,566.4134,594.0000,387.3600,0
ont,078.7°,175.6394,78.8812,181.9138,94.8412,594.0000,387.3600,0
ont,8L,182.3511,62.1252,191.8240,68.3885,594.0000,387.3600,1
ont,TERMINAL,122.6818,197.5443,128.9725,223.0633,594.0000,387.3600,0
ont,1,122.7275,224.2871,128.9788,226.7666,594.0000,387.3600,0
ont,TERMINAL,122.5026,315.1089,128.7933,340.6280,594.0000,387.3600,0
ont,2,122.5483,341.8518,128.7996,344.3313,594.0000,387.3600,0
ont,TERMINAL,125.1811,417.7644,131.4718,443.2835,594.0000,387.3600,0
ont,4,125.2268,444.5073,131.4781,446.9868,594.0000,387.3600,0
ont,Y2,237.7603,515.2614,247.2064,521.5246,594.0000,387.3600,0
ont,26L,200.2296,477.5297,212.9010,483.7987,594.0000,387.3600,1
ont,26R,177.9857,476.1595,190.6577,482.4285,594.0000,387.3600,1
ont,Q,211.8150,312.5254,219.6122,320.2177,594.0000,387.3600,0
ont,T,210.1472,355.5326,218.0810,363.4462,594.0000,387.3600,0
ont,U,210.3049,398.9328,216.9381,405.1914,594.0000,387.3600,0
ont,S,218.3036,336.8431,224.5588,341.5368,594.0000,387.3600,0
ont,S,218.5428,432.9552,224.7980,437.6490,594.0000,387.3600,0
ont,U,192.0197,398.6902,198.6529,404.9485,594.0000,387.3600,0
ont,U,173.0472,398.9318,179.6805,405.1901,594.0000,387.3600,0
ont,R,172.7838,336.3868,179.4170,342.6452,594.0000,387.3600,0
ont,U,160.5207,398.8584,167.1539,405.1170,594.0000,387.3600,0
ont,R,160.0587,339.3474,166.6919,345.6058,594.0000,387.3600,0
ont,258.7°,198.9287,437.4400,205.2031,453.4000,594.0000,387.3600,0
ont,258.7°,175.2125,436.7352,181.4870,452.6952,594.0000,387.3600,0
ont,12197,189.8475,319.0351,196.1204,334.3017,594.0000,387.3600,0
ont,X,189.8759,335.8167,196.1304,340.2333,594.0000,387.3600,0
ont,150,189.8859,341.7482,196.1485,350.9125,594.0000,387.3600,0
ont,10200,198.8892,350.0769,205.1621,365.3435,594.0000,387.3600,0
ont,X,198.9176,366.8585,205.1721,371.2751,594.0000,387.3600,0
ont,150,198.9276,372.7901,205.1902,381.9543,594.0000,387.3600,0
ont,N1,154.2788,316.9591,160.5259,326.4535,594.0000,387.3600,0
ont,N1,154.5002,371.1519,160.7473,380.6463,594.0000,387.3600,0
ont,N1,154.9426,425.9356,161.1897,435.4300,594.0000,387.3600,0
ont,G,134.7554,243.4408,142.5837,251.3593,594.0000,387.3600,0
ont,078.7°,198.9020,142.7500,205.1765,158.7098,594.0000,387.3600,0
ont,D,173.1631,134.6441,179.8124,140.9197,594.0000,387.3600,0
ont,D,192.0729,135.0148,198.8776,141.4586,594.0000,387.3600,0
ont,F,210.8479,177.9007,218.9062,186.1625,594.0000,387.3600,0
ont,S,219.2224,161.9271,225.4776,166.6208,594.0000,387.3600,0
ont,D,210.7874,135.7915,217.6075,142.2519,594.0000,387.3600,0
ont,F,172.2210,194.6040,178.9309,200.9442,594.0000,387.3600,0
ont,S8,211.4883,271.6143,222.2866,281.6841,594.0000,387.3600,0
ont,G,155.0602,220.8009,162.8579,228.3732,594.0000,387.3600,0
ont,S,219.0755,226.2744,225.3307,230.9681,594.0000,387.3600,0
ont,K,194.0933,237.6891,201.8643,245.3543,594.0000,387.3600,0
ont,K,174.2336,218.4919,181.9644,226.2266,594.0000,387.3600,0
ont,F,191.0367,194.1383,197.7466,200.4785,594.0000,387.3600,0
ont,F,219.9750,167.9571,227.7750,175.6538,594.0000,387.3600,0
ont,944,36.9293,54.2448,43.1884,61.3488,594.0000,387.3600,0
ont,B,161.9086,75.8657,168.5421,82.1240,594.0000,387.3600,0
ont,Q,193.8789,299.9996,201.4964,307.4329,594.0000,387.3600,0
ont,V,159.6497,460.0724,166.8274,466.9432,594.0000,387.3600,0
ont,V,172.4425,460.4158,179.6202,467.2865,594.0000,387.3600,0
ont,Q,160.1595,297.8854,166.9793,304.3461,594.0000,387.3600,0
ont,Q,172.1151,297.7592,178.9350,304.2199,594.0000,387.3600,0
ont,8R,204.5502,128.5789,214.8246,135.0159,594.0000,387.3600,1
ont,Y3,237.7569,527.8133,247.2029,534.0764,594.0000,387.3600,0
ont,STATION,239.4915,308.1961,245.7727,327.8993,594.0000,387.3600,0
ont,FIRE,233.1815,314.9705,239.4418,322.6439,594.0000,387.3600,0
ont,34°04'N,52.5076,54.3865,59.2679,74.3121,594.0000,387.3600,0
ont,34°03'N,270.5495,53.8820,277.3102,73.8058,594.0000,387.3600,0
ont,117°37'W,348.3168,103.2469,355.0847,126.9849,594.0000,387.3600,0
ont,117°36'W,348.3759,284.8262,355.1438,308.5643,594.0000,387.3600,0
ont,117°35'W,349.7136,466.4080,356.4815,490.1461,594.0000,387.3600,0
ont,W,225.3888,470.1395,232.2515,476.6474,594.0000,387.3600,0
ont,W,193.5645,469.9802,200.4286,476.4894,594.0000,387.3600,0
ont,W,174.0438,468.5884,180.9065,475.0962,594.0000,387.3600,0
ont,W,161.9797,469.9543,168.8424,476.4622,594.0000,387.3600,0
ont,N,168.8438,432.0513,175.0990,436.7447,594.0000,387.3600,0
ont,N,168.4007,377.9233,174.6559,382.6167,594.0000,387.3600,0
ont,N,168.8154,317.6353,175.0706,322.3288,594.0000,387.3600,0
ont,N,168.7171,200.7260,174.9723,205.4195,594.0000,387.3600,0
ont,N,168.6704,96.7624,174.9256,101.4558,594.0000,387.3600,0
ont,N,173.5983,69.4193,180.2315,75.6779,594.0000,387.3600,0
ont,Y,236.3196,501.6118,242.5748,506.3053,594.0000,387.3600,0
ont,Y1,237.2836,490.4386,246.7296,496.7018,594.0000,387.3600,0
ont,S5,231.1383,457.6974,241.1740,467.7710,594.0000,387.3600,0
ont,X,198.2764,508.5456,204.5242,512.1606,594.0000,387.3600,0
ont,200,198.2748,513.4106,204.5233,520.9197,594.0000,387.3600,0
ont,400,191.7905,511.1894,198.0390,518.2749,594.0000,387.3600,0
ont,BLAST,185.3069,501.6888,191.5555,516.3906,594.0000,387.3600,0
ont,PAD,185.3059,517.5498,191.5539,526.8346,594.0000,387.3600,0
ont,X,212.8633,85.6854,219.1111,89.2998,594.0000,387.3600,0
ont,250,212.8617,90.5504,219.1102,98.0588,594.0000,387.3600,0
ont,400,206.3781,88.3292,212.6259,95.4140,594.0000,387.3600,0
ont,BLAST,199.8938,78.8286,206.1424,93.5298,594.0000,387.3600,0
ont,PAD,199.8928,94.6896,206.1408,103.9738,594.0000,387.3600,0
ont,RAMP,281.1582,261.9301,287.4279,274.8009,594.0000,387.3600,0
ont,CARGO,274.8328,259.6555,281.1094,276.6975,594.0000,387.3600,0
ont,SOUTH,268.5124,260.3644,274.7860,275.6432,594.0000,387.3600,0
ont,"S-30,",334.7583,144.2977,341.0348,161.4032,594.0000,387.3600,0
ont,"D-200,",334.7856,160.2520,341.0695,181.6853,594.0000,387.3600,0
ont,"2D-560,",334.8204,180.5341,341.1103,205.5103,594.0000,387.3600,0
ont,2D/2D2-850,334.8612,204.3591,341.1698,240.3323,594.0000,387.3600,0
ont,PCR,327.5529,144.3101,333.8202,156.0893,594.0000,387.3600,0
ont,720,327.5738,156.4956,333.8410,168.2750,594.0000,387.3600,0
ont,R/A/W,327.5950,168.8954,333.8747,187.9819,594.0000,387.3600,0
ont,/T,327.6305,189.5835,333.8914,197.6549,594.0000,387.3600,0
ont,RW,320.3202,128.3819,326.5810,136.4039,594.0000,387.3600,0
ont,Y,320.3367,138.0055,326.5919,142.6989,594.0000,387.3600,0
ont,08R-26L,320.3457,143.2887,326.6343,167.5173,594.0000,387.3600,0
ont,"S-30,",313.1421,144.3347,319.4185,161.4402,594.0000,387.3600,0
ont,"D-200,",313.1694,160.2890,319.4532,181.7224,594.0000,387.3600,0
ont,"2D-560,",313.2041,180.5711,319.4940,205.5473,594.0000,387.3600,0
ont,2D/2D2-850,313.2449,204.3961,319.5536,240.3693,594.0000,387.3600,0
ont,PCR,305.9366,144.3471,312.2040,156.1263,594.0000,387.3600,0
ont,580,305.9575,156.5326,312.2247,168.3120,594.0000,387.3600,0
ont,R/A/W,305.9787,168.9325,312.2585,188.0189,594.0000,387.3600,0
ont,/T,306.0142,189.6205,312.2751,197.6919,594.0000,387.3600,0
ont,RW,298.7039,128.4189,304.9647,136.4409,594.0000,387.3600,0
ont,Y,298.7204,138.0424,304.9756,142.7359,594.0000,387.3600,0
ont,08L-26R,298.7294,143.3257,305.0164,166.5856,594.0000,387.3600,0
ont,C,163.2954,118.1740,169.9289,124.4323,594.0000,387.3600,0
ont,PDC,84.7015,534.6532,90.9614,541.7827,594.0000,387.3600,0
ont,CPDLC,77.4302,528.2550,83.7030,541.7958,594.0000,387.3600,0
ont,132.9,70.1738,529.8827,76.4441,542.3010,594.0000,387.3600,0
ont,CLNC,62.8941,518.8742,69.1662,532.2305,594.0000,387.3600,0
ont,DEL,62.9214,533.4702,69.1868,543.2088,594.0000,387.3600,0
ont,121.9,55.6227,512.3660,61.8962,526.6441,594.0000,387.3600,0
ont,257.8,55.6520,528.2181,61.9254,542.4962,594.0000,387.3600,0
ont,GND,48.3712,516.6483,54.6396,528.4177,594.0000,387.3600,0
ont,CON,48.3950,529.7636,54.6628,541.2344,594.0000,387.3600,0
ont,120.6,41.0907,505.2218,47.3693,522.3159,594.0000,387.3600,0
ont,360.775,41.1234,522.9357,47.4151,547.1157,594.0000,387.3600,0
ont,ONTARIO,33.8149,496.3937,40.1110,522.8294,594.0000,387.3600,0
ont,TOW,33.8677,524.9823,40.1383,537.5466,594.0000,387.3600,0
ont,ER,33.8939,539.1475,40.1557,547.0352,594.0000,387.3600,0
ont,124.25,26.6111,526.5055,32.8878,542.4665,594.0000,387.3600,0
ont,D-ATIS,19.3543,527.9104,25.6290,542.5650,594.0000,387.3600,0
ont,L,173.2338,271.1610,180.9648,278.8956,594.0000,387.3600,0
ont,"SW-3,",5.0000,340.1707,12.8120,359.6167,594.0000,387.3600,0
ont,19,5.0000,328.4947,12.8120,336.2787,594.0000,387.3600,0
ont,FEB,5.0000,312.9337,12.8120,326.5487,594.0000,387.3600,0
ont,2026,5.0000,295.4197,12.8120,310.9877,594.0000,387.3600,0
ont,to,5.0000,285.6897,12.8120,291.5277,594.0000,387.3600,0
ont,19,5.0000,274.0137,12.8120,281.7977,594.0000,387.3600,0
ont,MAR,5.0000,256.5137,12.8120,272.0677,594.0000,387.3600,0
ont,2026,5.0000,238.9997,12.8120,254.5677,594.0000,387.3600,0
ont,"SW-3,",374.2480,239.0000,382.0600,258.4460,594.0000,387.3600,0
ont,19,374.2480,262.3380,382.0600,270.1220,594.0000,387.3600,0
ont,FEB,374.2480,272.0680,382.0600,285.6830,594.0000,387.3600,0
ont,2026,374.2480,287.6290,382.0600,303.1970,594.0000,387.3600,0
ont,to,374.2480,307.0890,382.0600,312.9270,594.0000,387.3600,0
ont,19,374.2480,316.8190,382.0600,324.6030,594.0000,387.3600,0
ont,MAR,374.2480,326.5490,382.0600,342.1030,594.0000,387.3600,0
ont,2026,374.2480,344.0490,382.0600,359.6170,594.0000,387.3600,0
pns,VAR,251.9514,503.3275,259.4615,514.2358,594.0000,387.3600,0
pns,3.4°,255.3602,491.7618,263.0114,503.1297,594.0000,387.3600,0
pns,W,258.7491,487.2339,264.4011,492.0885,594.0000,387.3600,0
pns,READBACK,98.1734,109.2119,133.3835,115.9406,594.0000,387.3600,0
pns,OF,134.9840,109.2119,143.1656,115.9406,594.0000,387.3600,0
pns,ALL,144.7660,109.2119,157.2112,115.9406,594.0000,387.3600,0
pns,RUNWAY,158.8117,109.2119,187.6136,115.9406,594.0000,387.3600,0
pns,HOLDING,189.2141,109.2119,218.3681,115.9406,594.0000,387.3600,0
pns,INSTRUCTIONS,219.9685,109.2119,266.2027,115.9406,594.0000,387.3600,0
pns,IS,267.8031,109.2119,273.4944,115.9406,594.0000,387.3600,0
pns,REQUIRED.,275.0948,109.2119,309.0566,115.9406,594.0000,387.3600,0
pns,CAUTION:,70.9655,116.7780,101.3134,123.5067,594.0000,387.3600,0
pns,BE,102.9016,116.7780,111.0206,123.5067,594.0000,387.3600,0
pns,ALERT,112.6089,116.7780,133.0780,123.5067,594.0000,387.3600,0
pns,TO,134.6662,116.7780,143.1346,123.5067,594.0000,387.3600,0
pns,RUNWAY,144.7229,116.7780,173.3047,123.5067,594.0000,387.3600,0
pns,CROSSING,174.8929,116.7780,206.3081,123.5067,594.0000,387.3600,0
pns,CLEARANCES.,207.8963,116.7780,251.1343,123.5067,594.0000,387.3600,0
pns,HS,121.1214,248.7828,130.2783,255.0299,594.0000,387.3600,0
pns,1,132.0695,248.7828,135.6520,255.0299,594.0000,387.3600,0
pns,0.1°,260.5693,446.2836,271.5980,452.5320,594.0000,387.3600,0
pns,W,273.2690,446.2836,279.5788,452.5320,594.0000,387.3600,0
pns,ANNUAL,230.4398,452.5846,257.2475,458.8330,594.0000,387.3600,0
pns,RATE,258.8353,452.5846,275.4179,458.8330,594.0000,387.3600,0
pns,OF,277.0056,452.5846,285.1223,458.8330,594.0000,387.3600,0
pns,CHANGE,286.7101,452.5846,313.1685,458.8330,594.0000,387.3600,0
pns,JANUARY,248.6219,458.8857,279.6940,465.1342,594.0000,387.3600,0
pns,2025,281.3588,458.8857,294.6773,465.1342,594.0000,387.3600,0
pns,AL-318,175.7482,550.6763,196.1003,556.9234,594.0000,387.3600,0
pns,(FAA),197.7074,550.6763,214.8454,556.9234,594.0000,387.3600,0
pns,AIRPORT,18.0439,549.4815,63.6298,561.4007,594.0000,387.3600,0
pns,DIAGRAM,66.2937,549.4815,117.1969,561.4007,594.0000,387.3600,0
pns,AIRPORT,18.0439,30.3912,63.6298,42.3105,594.0000,387.3600,0
pns,DIAGRAM,66.2937,30.3912,117.1969,42.3105,594.0000,387.3600,0
pns,26022,18.0439,24.3087,36.8977,30.5558,594.0000,387.3600,0
pns,"PENSACOLA,",308.3387,550.6763,343.7373,556.9234,594.0000,387.3600,0
pns,FLORIDA,345.1788,550.6763,370.1637,556.9234,594.0000,387.3600,0
pns,26022,18.0439,562.2049,36.9005,568.4534,594.0000,387.3600,0
pns,(PNS),346.1000,558.4563,373.3257,567.1073,594.0000,387.3600,0
pns,PENSACOLA,275.6281,558.4563,323.9959,567.1073,594.0000,387.3600,0
pns,INTL,326.0493,558.4563,344.7509,567.1073,594.0000,387.3600,0
pns,"PENSACOLA,",308.3387,35.8376,343.7373,42.0847,594.0000,387.3600,0
pns,FLORIDA,345.1788,35.8376,370.1637,42.0847,594.0000,387.3600,0
pns,PENSACOLA,275.6281,25.2433,323.9959,33.8943,594.0000,387.3600,0
pns,INTL,326.0493,25.2433,344.7509,33.8943,594.0000,387.3600,0
pns,(PNS),346.1000,25.2433,373.3257,33.8943,594.0000,387.3600,0
pns,PENSACOLA,22.2952,525.1682,59.5227,531.4166,594.0000,387.3600,0
pns,TOWER,61.1031,525.1682,83.5761,531.4166,594.0000,387.3600,0
pns,119.9,22.2952,517.9626,39.8226,524.2111,594.0000,387.3600,0
pns,257.8,43.7176,517.9626,61.2450,524.2111,594.0000,387.3600,0
pns,GND,22.2952,510.7574,36.9098,517.0045,594.0000,387.3600,0
pns,CON,38.5966,510.7574,52.8401,517.0045,594.0000,387.3600,0
pns,121.9,22.2952,503.5518,39.8189,509.7989,594.0000,387.3600,0
pns,348.6,43.7130,503.5518,61.2367,509.7989,594.0000,387.3600,0
pns,CLNC,22.2952,496.3459,39.0385,502.5944,594.0000,387.3600,0
pns,DEL,40.6080,496.3459,52.8124,502.5944,594.0000,387.3600,0
pns,123.725,22.2952,489.1403,47.3614,495.3888,594.0000,387.3600,0
pns,256.875,51.2177,489.1403,76.2839,495.3888,594.0000,387.3600,0
pns,ATIS,22.4394,539.0033,38.0468,545.2504,594.0000,387.3600,0
pns,121.25,22.0070,532.0138,43.7120,538.2609,594.0000,387.3600,0
pns,30°29.0'N,26.4745,433.4639,55.5298,439.7110,594.0000,387.3600,0
pns,30°28.5'N,24.8892,314.3377,53.9445,320.5848,594.0000,387.3600,0
pns,30°28.0'N,25.6098,195.2116,54.6651,201.4587,594.0000,387.3600,0
pns,30°27.5'N,24.5290,76.0857,53.5843,82.3328,594.0000,387.3600,0
pns,87°11.5'W,99.9224,64.2275,128.9784,70.4746,594.0000,387.3600,0
pns,87°11.0'W,203.1237,63.5790,232.1797,69.8261,594.0000,387.3600,0
pns,87°10.5'W,306.3251,63.2908,335.3812,69.5379,594.0000,387.3600,0
pns,"S-120,",238.1470,350.2441,257.6313,356.4912,594.0000,387.3600,0
pns,"D-250,",259.4771,350.2441,280.1870,356.4912,594.0000,387.3600,0
pns,"2D-550,",282.0328,350.2441,306.4344,356.4912,594.0000,387.3600,0
pns,2D/2D2-1058,308.2802,350.2441,349.2941,356.4912,594.0000,387.3600,0
pns,PCR,238.1985,357.4495,252.2014,363.6966,594.0000,387.3600,0
pns,930,254.0537,357.4495,265.1672,363.6966,594.0000,387.3600,0
pns,R/B/W/T,267.0194,357.4495,294.6030,363.6966,594.0000,387.3600,0
pns,RWY,223.3805,364.6549,239.5064,370.9020,594.0000,387.3600,0
pns,17-35,241.2345,364.6549,257.3604,370.9020,594.0000,387.3600,0
pns,"S-120,",238.1470,371.8604,257.6313,378.1075,594.0000,387.3600,0
pns,"D-250,",259.4771,371.8604,280.1870,378.1075,594.0000,387.3600,0
pns,"2D-550,",282.0328,371.8604,306.4344,378.1075,594.0000,387.3600,0
pns,2D/2D2-1120,308.2802,371.8604,349.2941,378.1075,594.0000,387.3600,0
pns,PCR,238.1750,379.0658,252.1559,385.3129,594.0000,387.3600,0
pns,780,254.0052,379.0658,265.1011,385.3129,594.0000,387.3600,0
pns,F/A/X/T,266.9504,379.0658,292.4340,385.3129,594.0000,387.3600,0
pns,RWY,223.3805,386.2712,239.5064,392.5183,594.0000,387.3600,0
pns,08-26,241.2345,386.2712,257.3604,392.5183,594.0000,387.3600,0
pns,17,117.6215,438.4740,129.6904,447.4518,594.0000,387.3600,1
pns,A1,115.2178,422.6355,127.1696,431.1151,594.0000,387.3600,0
pns,170.4°,133.6392,405.7630,144.6112,427.6222,594.0000,387.3600,0
pns,PARKING,62.4303,352.0184,88.9917,358.2655,594.0000,387.3600,0
pns,CARGO,64.5920,359.2240,86.6077,365.4711,594.0000,387.3600,0
pns,B2,92.4130,277.8269,100.1354,286.9444,594.0000,387.3600,0
pns,B7,65.1076,286.9827,72.9222,296.1631,594.0000,387.3600,0
pns,B1,58.1864,269.6125,65.9094,278.7301,594.0000,387.3600,0
pns,TERMINAL,39.0316,334.9690,70.3003,341.2161,594.0000,387.3600,0
pns,STATION,124.9268,205.7023,150.5922,211.9494,594.0000,387.3600,0
pns,FIRE,131.9883,212.9078,144.9748,219.1549,594.0000,387.3600,0
pns,081.5°,70.3397,257.9386,93.9123,268.4754,594.0000,387.3600,0
pns,97,52.2705,237.4923,61.2024,244.2210,594.0000,387.3600,0
pns,ELEV,49.2441,245.0581,63.9242,251.7868,594.0000,387.3600,0
pns,8,47.1370,259.4650,54.5923,265.5307,594.0000,387.3600,1
pns,D,151.1413,265.4386,158.8085,272.9402,594.0000,387.3600,0
pns,A4,153.5051,248.5782,165.4570,257.0578,594.0000,387.3600,0
pns,A5,165.9585,196.5044,177.9104,204.9840,594.0000,387.3600,0
pns,A6,174.6897,158.1484,186.6400,166.6264,594.0000,387.3600,0
pns,35,188.2268,146.6740,200.3512,155.8574,594.0000,387.3600,1
pns,103,169.2171,134.7407,182.0362,141.4694,594.0000,387.3600,0
pns,ELEV,167.9200,143.0272,182.6001,149.7559,594.0000,387.3600,0
pns,350.4°,190.2662,159.8073,200.6702,181.6245,594.0000,387.3600,0
pns,C2,198.6056,198.3397,210.3088,206.7765,594.0000,387.3600,0
pns,0.3%,178.3769,216.9623,187.3036,231.7032,594.0000,387.3600,0
pns,UP,181.5092,206.7560,189.4344,216.7011,594.0000,387.3600,0
pns,C1,205.3771,235.9692,217.0802,244.4061,594.0000,387.3600,0
pns,C,201.5112,255.0924,208.6332,261.0319,594.0000,387.3600,0
pns,C,195.7366,281.4664,202.8586,287.4059,594.0000,387.3600,0
pns,D,185.9762,271.9469,193.6429,279.4485,594.0000,387.3600,0
pns,PARKING,249.7347,172.7012,276.2961,178.9483,594.0000,387.3600,0
pns,AVIATION,248.4377,179.9068,277.8872,186.1539,594.0000,387.3600,0
pns,GENERAL,249.3023,187.1124,278.8972,193.3595,594.0000,387.3600,0
pns,RAMP,278.4799,235.5171,296.6633,241.7642,594.0000,387.3600,0
pns,AVIATION,272.1234,242.7222,301.5792,248.9706,594.0000,387.3600,0
pns,GENERAL,273.0505,249.9279,302.6454,256.1750,594.0000,387.3600,0
pns,AND,279.9435,257.1334,294.1788,263.3805,594.0000,387.3600,0
pns,CORPORATE,268.8932,264.3388,306.2995,270.5859,594.0000,387.3600,0
pns,D5,271.9041,286.5573,279.7893,296.4583,594.0000,387.3600,0
pns,D2,250.2153,291.5291,258.1005,301.4301,594.0000,387.3600,0
pns,D,227.0070,281.1535,234.6742,288.6551,594.0000,387.3600,0
pns,D1,215.9458,282.3576,223.8310,292.2586,594.0000,387.3600,0
pns,D3,289.9180,299.5994,297.8033,309.5004,594.0000,387.3600,0
pns,261.5°,308.9820,307.1568,332.5642,318.0331,594.0000,387.3600,0
pns,D,310.2405,298.0079,317.9077,305.5095,594.0000,387.3600,0
pns,D4,329.1884,305.4359,337.0737,315.3369,594.0000,387.3600,0
pns,26,338.7126,320.6480,347.4776,330.9888,594.0000,387.3600,1
pns,TWR,124.1310,230.7070,138.0464,236.9541,594.0000,387.3600,0
pns,7004,151.1051,334.4310,160.8994,351.4008,594.0000,387.3600,0
pns,X,155.5388,326.9140,162.7033,332.9226,594.0000,387.3600,0
pns,150,157.3369,312.1132,166.2547,325.4293,594.0000,387.3600,0
pns,B,174.5394,305.3807,182.1356,312.7848,594.0000,387.3600,0
